,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Base Friendship,Male Ratio,Female Ratio,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,Total EV Yield,Total Base Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy
228,20,1.4,35.0,204,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0
229,20,1.8,152.0,207,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,540,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,2.0
230,20,0.5,33.5,124,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0
231,20,1.1,120.0,189,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0
232,20,0.6,32.5,180,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,515,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
233,20,1.4,71.2,165,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,465,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
234,20,1.2,58.0,106,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,250,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
235,25,0.7,21.0,91,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,210,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
236,25,1.4,48.0,138,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,455,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
237,25,0.4,6.0,87,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,305,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
238,25,0.6,23.5,106,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1,360,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
239,25,0.7,21.4,117,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1,365,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
240,20,1.2,75.5,200,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,490,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
241,40,1.5,46.8,255,140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,540,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
242,80,1.9,178.0,216,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
243,80,2.1,198.0,217,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
244,80,2.0,187.0,215,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
245,40,0.6,72.0,67,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,300,0.5,0.25,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,4.0,4.0,0.0,1.0
246,40,1.2,152.0,144,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,410,0.5,0.25,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,4.0,4.0,0.0,1.0
247,40,2.0,202.0,218,35,0.5,0.5,1.0,0.0,0.0,0.0,0.0,3,600,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,0.5,0.5,0.5,0.0,1.0,4.0,2.0,2.0,1.0,2.0
248,120,5.2,216.0,220,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,680,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.25,1.0,0.5,2.0,1.0
249,120,3.8,199.0,220,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,680,1.0,1.0,0.0,4.0,0.25,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,0.25,2.0,0.5
250,120,0.6,5.0,64,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,600,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,0.5,0.5,1.0
251,20,0.5,5.0,65,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,310,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
252,20,0.9,21.6,141,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
253,20,1.7,52.2,208,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,530,1.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.25,0.25,0.0,2.0
254,20,0.4,2.5,65,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,310,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
255,20,0.9,19.5,142,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,1.0,2.0,1.0,0.25,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,1.0
256,20,1.9,52.0,209,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,530,1.0,1.0,2.0,1.0,0.25,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,1.0
257,20,0.4,7.6,65,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,310,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
258,20,0.7,28.0,143,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0
259,20,1.5,81.9,210,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,535,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0
260,15,0.5,13.6,55,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,220,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0
261,15,1.0,37.0,128,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,420,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0
262,15,0.4,17.5,60,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,240,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0
263,15,0.5,32.5,128,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,420,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0
264,15,0.3,3.6,54,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,195,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
265,15,0.6,10.0,71,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,205,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
266,15,1.0,28.4,161,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,385,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
267,15,0.7,11.5,72,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,205,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
268,15,1.2,31.6,160,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,385,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.25,1.0,0.25,1.0,0.5
269,15,0.5,2.6,74,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,220,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
270,15,1.2,32.5,141,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,340,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
271,15,1.5,55.0,181,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,480,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
272,15,0.5,4.0,74,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,220,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
273,15,1.0,28.0,141,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,340,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,2.0,2.0,0.0,2.0,2.0,0.5,0.5,0.5,2.0
274,15,1.3,59.6,181,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,480,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,2.0,2.0,0.0,2.0,2.0,0.5,0.5,0.5,2.0
275,15,0.3,2.3,59,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,270,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
276,15,0.7,19.8,162,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,430,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
277,20,0.6,9.5,64,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,270,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,1.0
278,20,1.2,28.0,164,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,430,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,1.0
279,20,0.4,6.6,70,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,198,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0
280,20,0.8,20.2,140,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,278,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0
281,20,1.6,48.4,208,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,518,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0
282,15,0.5,1.7,63,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,269,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0
283,15,0.8,3.6,128,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,414,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
284,15,0.4,4.5,65,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,295,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
285,15,1.2,39.2,165,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,460,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,4.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0
286,15,0.8,24.0,83,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,280,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
287,15,1.4,46.5,126,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,440,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
288,15,2.0,130.5,210,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,670,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
289,15,0.5,5.5,65,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,266,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,2.0,1.0,0.0,1.0
290,15,0.8,12.0,155,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,456,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
291,15,0.8,1.2,95,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,236,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,20,0.6,16.3,68,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,240,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
293,20,1.0,40.5,126,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,360,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
294,20,1.5,84.0,184,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,480,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
295,20,1.0,86.4,87,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1,237,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
296,20,2.3,253.8,184,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,2,474,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
297,10,0.2,2.0,33,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,190,1.0,2.0,1.0,1.0,0.5,0.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
298,20,1.0,97.0,108,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,375,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0
299,15,0.6,11.0,65,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,260,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
300,15,1.1,32.6,138,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,2,380,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
301,25,0.5,11.0,98,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,380,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
302,20,0.6,11.5,98,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,380,0.5,0.0,2.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5
303,35,0.4,60.0,96,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,0.25,0.0,4.0,0.5,0.5,1.0,1.0,0.5,1.0,0.25,1.0,0.5,0.5,4.0,2.0,1.0,1.0,0.5
304,35,0.9,120.0,152,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,430,0.25,0.0,4.0,0.5,0.5,1.0,1.0,0.5,1.0,0.25,1.0,0.5,0.5,4.0,2.0,1.0,1.0,0.5
305,35,2.1,360.0,205,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,530,0.5,0.0,1.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.5,0.5,0.5,1.5,1.0,0.5,1.0,0.5
306,20,0.6,11.2,91,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,280,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0
307,20,1.3,31.5,153,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,410,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0
308,20,0.6,15.2,104,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,295,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
309,20,1.5,40.2,168,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,475,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,20,0.4,4.2,120,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,405,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,20,0.4,4.2,120,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,405,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,15,0.7,17.7,146,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,400,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
313,15,0.6,17.7,146,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,400,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
314,20,0.3,2.0,152,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.25,0.5,0.5
315,20,0.4,10.3,75,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,302,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5
316,20,1.7,80.0,168,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,467,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5
317,20,0.8,20.8,88,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,305,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,0.5,2.0,2.0,2.0
318,20,1.8,88.8,175,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,460,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,0.5,2.0,2.0,2.0
319,40,2.0,130.0,137,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,400,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
320,40,14.5,398.0,206,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
321,20,0.7,24.0,88,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,305,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,0.0,0.5
322,20,1.9,220.0,175,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,460,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,0.0,0.5
323,20,0.5,80.4,161,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,470,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
324,20,0.7,30.6,89,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
325,20,0.9,71.5,164,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,470,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
326,15,1.1,5.0,85,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,360,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
327,20,0.7,15.0,73,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,290,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0
328,20,1.1,15.3,126,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,340,1.0,0.5,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,1.0,0.0,2.0
329,20,2.0,82.0,197,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,520,1.0,0.5,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,1.0,0.0,2.0
330,20,0.4,51.3,97,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,335,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
331,20,1.3,77.4,177,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,475,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,2.0,2.0,0.0,2.0,2.0,0.5,0.5,0.5,2.0
332,20,0.4,1.2,74,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,310,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
333,20,1.1,20.6,188,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,490,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,0.5,1.0,2.0,0.5,0.5,0.5,0.5,2.0
334,20,1.3,40.3,165,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,458,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
335,20,2.7,52.5,165,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,458,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5
336,25,1.0,168.0,150,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,440,0.5,0.5,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0
337,25,1.2,154.0,150,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,440,0.5,0.5,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0
338,20,0.4,1.9,92,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,288,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0
339,20,0.9,23.6,158,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,468,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0
340,15,0.6,11.5,111,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,308,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
341,15,1.1,32.8,161,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,468,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,0.5,2.0,2.0,2.0
342,20,0.5,21.5,58,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300,1.0,0.5,0.0,0.5,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,2.0,2.0,0.0,1.0
