Pokedex number,Name,Category,Abilities,Catch Rate,Egg Groups,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Levelling Rate,Base Friendship,Male Ratio,Female Ratio,Locations,Moves,Gen,Evolves From,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,HP EV,Atk EV,Def EV,Sp.Atk EV,Sp.Def EV,Speed EV,Total EV Yield,Total Base Stat,HP Stat,Atk Stat,Def Stat,Sp.Atk Stat,Sp.Def Stat,Speed Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy,Type1,Type2
297,Hariyama,Arm Thrust Pokémon,"['Guts', 'Thick Fat', 'Sheer Force']",200,Human-Like,20,2.3,253.8,184,Fluctuating,70,0.75,0.25,"{'Ruby': 'Victory Road', 'Sapphire': 'Victory Road', 'Emerald': 'Victory Road', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Evolve Makuhita', 'XD': 'Evolve Makuhita', 'Diamond': 'Evolve Makuhita', 'Pearl': 'Evolve Makuhita', 'Platinum': 'Evolve Makuhita', 'HeartGold': 'Evolve Makuhita', 'SoulSilver': 'Evolve Makuhita', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Trade', 'Black 2': 'Pinwheel Forest (Hidden Grotto)*', 'White 2': 'Pinwheel Forest (Hidden Grotto)*', 'X': 'Route 11, Friend Safari (Fighting)', 'Y': 'Route 11, Friend Safari (Fighting)', 'Omega Ruby': 'Victory Road', 'Alpha Sapphire': 'Victory Road', 'Sun': 'Poni Plains', 'Moon': 'Poni Plains', 'Ultra Sun': 'Poni Plains', 'Ultra Moon': 'Poni Plains', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Evolve Makuhita', 'Shining Pearl': 'Evolve Makuhita', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area Three, Area Six, Alfornada Cavern', 'Violet': 'South Province: Area Three, Area Six, Alfornada Cavern'}","['Brine', 'Tackle', 'Focus Energy', 'Sand Attack', 'Arm Thrust', 'Fake Out', 'Force Palm', 'Whirlwind', 'Knock Off', 'Bulk Up', 'Belly Drum', 'Detect', 'Seismic Toss', 'Focus Punch', 'Endure', 'Close Combat', 'Reversal', 'Heavy Slam', 'Headlong Rush']",3,Makuhita,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,474,144,120,60,40,60,50,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,Fighting,
298,Azurill,Polka Dot Pokémon,"['Huge Power', 'Sap Sipper', 'Thick Fat']",150,No Eggs Discovered,10,0.2,2.0,33,Fast,70,0.25,0.75,"{'Ruby': 'Breed Marill or Azumarill holding a Sea Incense', 'Sapphire': 'Breed Marill or Azumarill holding a Sea Incense', 'Emerald': 'Breed Marill or Azumarill holding a Sea Incense', 'FireRed': 'Trade', 'LeafGreen': 'Breed Marill or Azumarill holding a Sea Incense', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Trophy Garden (after obtaining the National Pokédex), Great Marsh', 'Pearl': 'Trophy Garden (after obtaining the National Pokédex), Great Marsh', 'Platinum': 'Trophy Garden', 'HeartGold': 'Safari Zone (Savannah with 5 Waterside points)', 'SoulSilver': 'Safari Zone (Savannah with 5 Waterside points)', 'Pal Park': 'Pond', 'Pokéwalker': 'Warm Beach', 'Black': 'Trade', 'White': 'White Forest', 'Black 2': 'Route 20 (Surfing)', 'White 2': 'Route 20 (Surfing)', 'X': 'Routes 3 and 22', 'Y': 'Routes 3 and 22', 'Omega Ruby': 'Breed Marill or Azumarill holding a Sea Incense', 'Alpha Sapphire': 'Breed Marill or Azumarill holding a Sea Incense', 'Sun': 'Breed Marill or Azumarill holding a Sea Incense', 'Moon': 'Breed Marill or Azumarill holding a Sea Incense', 'Ultra Sun': 'Trade', 'Ultra Moon': 'Trade', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.2.0+', 'Shield': 'TradeVersion 1.2.0+', 'Expansion Pass': ""Brawlers' Cave"", 'Brilliant Diamond': 'Trophy Garden (after obtaining the National Pokédex), Great Marsh', 'Shining Pearl': 'Trophy Garden (after obtaining the National Pokédex), Great Marsh', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area One, Area Two, Area Five', 'Violet': 'South Province: Area One, Area Two, Area Five'}","['Splash', 'Water Gun', 'Tail Whip', 'Helping Hand', 'Bubble Beam', 'Charm', 'Slam', 'Bounce']",3,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,190,50,20,40,20,40,20,1.0,2.0,1.0,1.0,0.5,0.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Fairy
299,Nosepass,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",255,Mineral,20,1.0,97.0,108,Medium Fast,70,0.5,0.5,"{'Ruby': 'Granite Cave (Rock Smash)', 'Sapphire': 'Granite Cave (Rock Smash)', 'Emerald': 'Granite Cave (Rock Smash)', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Pyrite Colosseum, Realgam Colosseum, Poké Spots (Shadow)', 'Diamond': 'Route 206 (Swarm)', 'Pearl': 'Route 206 (Swarm)', 'Platinum': 'Mt. Coronet', 'HeartGold': 'Safari Zone (tall grass in Meadow with 35 Peak points)', 'SoulSilver': 'Safari Zone (tall grass in Meadow with 35 Peak points)', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Trade', 'Black 2': 'Chargestone Cave, Clay Tunnel, Underground Ruins', 'White 2': 'Chargestone Cave, Clay Tunnel, Underground Ruins', 'Dream World': 'Icy Cave', 'X': 'Route 10 (Horde Encounter)', 'Y': 'Route 10 (Horde Encounter)', 'Omega Ruby': 'Granite Cave (Rock Smash)', 'Alpha Sapphire': 'Granite Cave (Rock Smash)', 'Sun': 'Akala Outskirts', 'Moon': 'Akala Outskirts', 'Ultra Sun': 'Akala Outskirts', 'Ultra Moon': 'Akala Outskirts', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Route 206 (Swarm)', 'Shining Pearl': 'Route 206 (Swarm)', 'Legends: Arceus': 'Coronet Highlands: Celestica Ruins, Primeval Grotto and nearby, massive mass outbreaks', 'Coronet Highlands: Primeval Grotto, Sacred Plaza, Cloudcap PassShaking ore deposits': None, 'Scarlet': 'TradeVersion 2.0.1+', 'Violet': 'TradeVersion 2.0.1+', 'The Hidden Treasure of Area Zero': ""Oni Mountain, Oni's Maw, Wistful Fields, Paradise Barrens, Kitakami Wilds""}","['Tackle', 'Harden', 'Block', 'Rock Throw', 'Thunder Wave', 'Rest', 'Spark', 'Rock Slide', 'Power Gem', 'Rock Blast', 'Discharge', 'Sandstorm', 'Earth Power', 'Stone Edge', 'Lock-On', 'Zap Cannon']",3,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,375,30,45,135,45,90,30,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,Rock,
300,Skitty,Kitten Pokémon,"['Cute Charm', 'Wonder Skin', 'Normalize']",255,"['Field', 'Fairy']",15,0.6,11.0,65,Fast,70,0.25,0.75,"{'Ruby': 'Route 116', 'Sapphire': 'Route 116', 'Emerald': 'Route 116', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Trade', 'Diamond': 'Route 222 (Swarm)', 'Pearl': 'Route 222 (Swarm)', 'Platinum': 'Route 222 (Swarm)', 'HeartGold': 'Transfer from Pokéwalker', 'SoulSilver': 'Transfer from Pokéwalker', 'Pal Park': 'Field', 'Pokéwalker': 'Hoenn Field', 'Black': 'Dream World or Trade', 'White': 'Dream World or Trade', 'Black 2': 'Trade', 'White 2': 'Castelia City', 'Dream World': 'Pleasant Forest', 'X': 'Route 4', 'Y': 'Route 4', 'Omega Ruby': 'Route 116', 'Alpha Sapphire': 'Route 116', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Route 222 (Swarm)', 'Shining Pearl': 'Route 222 (Swarm)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Fake Out', 'Growl', 'Tail Whip', 'Tackle', 'Sing', 'Attract', 'Disarming Voice', 'Fury Swipes', 'Copycat', 'Payback', 'Charm', 'Facade', 'Covet', 'Heal Bell', 'Double-Edge', 'Baby-Doll Eyes', 'Play Rough']",3,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,260,50,45,45,35,35,50,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
301,Delcatty,Prim Pokémon,"['Cute Charm', 'Wonder Skin', 'Normalize']",60,"['Field', 'Fairy']",15,1.1,32.6,138,Fast,70,0.25,0.75,"{'Ruby': 'Evolve Skitty', 'Sapphire': 'Evolve Skitty', 'Emerald': 'Evolve Skitty', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Cipher Lab (Shadow)', 'Diamond': 'Evolve Skitty', 'Pearl': 'Evolve Skitty', 'Platinum': 'Evolve Skitty', 'HeartGold': 'Evolve Pokéwalker Skitty', 'SoulSilver': 'Evolve Pokéwalker Skitty', 'Pal Park': 'Field', 'Black': 'Evolve Dream World Skitty', 'White': 'Evolve Dream World Skitty', 'Black 2': 'Trade', 'White 2': 'Castelia City (Rustling grass)', 'X': 'Evolve Skitty', 'Y': 'Evolve Skitty', 'Omega Ruby': 'Evolve Skitty', 'Alpha Sapphire': 'Evolve Skitty', 'Sun': 'Pokémon Bank', 'Moon': 'Pokémon Bank', 'Ultra Sun': 'Pokémon Bank', 'Ultra Moon': 'Pokémon Bank', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Evolve Skitty', 'Shining Pearl': 'Evolve Skitty', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Fake Out', 'Sing', 'Disarming Voice', 'Fury Swipes', 'Copycat', 'Payback', 'Charm', 'Facade', 'Covet', 'Heal Bell', 'Double-Edge', 'Baby-Doll Eyes', 'Play Rough', 'Attract', 'Growl', 'Tail Whip', 'Tackle']",3,Skitty,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,2,380,70,65,65,55,55,70,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
302,Sableye,Darkness Pokémon,"['Prankster', 'Magic Bounce', 'Stall', 'Keen Eye']",45,Human-Like,25,0.5,11.0,98,Medium Slow,35,0.5,0.5,"{'Ruby': 'Trade, Event', 'Sapphire': 'Granite Cave, Cave of Origin, Sky Pillar, Victory Road', 'Emerald': 'Granite Cave, Cave of Origin, Sky Pillar, Victory Road', 'FireRed': 'Trade, Event', 'LeafGreen': 'Trade, Event', 'Colosseum': 'Trade', 'XD': 'Citadark Isle (Shadow)', 'Diamond': 'Iron Island (Sapphire)', 'Pearl': 'Iron Island (Sapphire)', 'Platinum': 'Iron Island (Sapphire)', 'HeartGold': 'Route 9 (Swarm)', 'SoulSilver': 'Trade', 'Pal Park': 'Mountain', 'Pokéwalker': 'Rally', 'Black': ""Challenger's Cave"", 'White': ""Challenger's Cave"", 'Black 2': 'Trade with Curtis in Nimbasa City (female player character only)', 'White 2': 'Trade with Curtis in Nimbasa City (female player character only)', 'Dream World': 'Spooky Manor', 'X': 'Reflection Cave, Friend Safari (Dark)', 'Y': 'Reflection Cave, Friend Safari (Dark)', 'Omega Ruby': 'Trade, Event', 'Alpha Sapphire': 'Granite Cave, Cave of Origin, Victory Road, Sky Pillar', 'Sun': 'Ten Carat Hill, Vast Poni Canyon (SOS Battle)', 'Moon': 'Ten Carat Hill, Vast Poni Canyon (SOS Battle)', 'Ultra Sun': 'Ten Carat Hill, Vast Poni Canyon (SOS Battle)', 'Ultra Moon': 'Ten Carat Hill, Vast Poni Canyon (SOS Battle)', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Trade, Event', 'Shield': ""Dusty Bowl, Giant's Mirror"", 'Shield Expansion Pass': 'Lakeside Cave', 'Brilliant Diamond': 'Trade', 'Shining Pearl': 'Grand Underground - Dazzling Cave, Stargleam Cavern (After obtaining the National Pokédex)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area Six, Alfornada Cavern', 'Violet': 'South Province: Area Six, Alfornada Cavern'}","['Leer', 'Scratch', 'Astonish', 'Shadow Sneak', 'Fake Out', 'Disable', 'Detect', 'Night Shade', 'Fury Swipes', 'Knock Off', 'Quash', 'Shadow Claw', 'Mean Look', 'Power Gem', 'Zen Headbutt', 'Shadow Ball', 'Foul Play']",3,,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,2,380,50,75,75,65,65,50,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,Dark,Ghost
303,Mawile,Deceiver Pokémon,"['Intimidate', 'Sheer Force', 'Huge Power', 'Hyper Cutter']",45,"['Field', 'Fairy']",20,0.6,11.5,98,Fast,70,0.5,0.5,"{'Ruby': 'Granite Cave, Cave of Origin, Victory Road, Sky Pillar', 'Sapphire': 'Trade, Event', 'Emerald': 'Victory Road', 'FireRed': 'Trade, Event', 'LeafGreen': 'Trade, Event', 'Colosseum': 'Trade', 'XD': 'ONBS (Shadow)', 'Diamond': 'Iron Island (Ruby)', 'Pearl': 'Iron Island (Ruby)', 'Platinum': 'Iron Island (Ruby)', 'HeartGold': 'Trade', 'SoulSilver': 'Route 9 (Swarm)', 'Pal Park': 'Mountain', 'Black': ""Challenger's Cave"", 'White': ""Challenger's Cave"", 'Black 2': 'Trade with Yancy in Nimbasa City (male player character only)', 'White 2': 'Trade with Yancy in Nimbasa City (male player character only)', 'Dream World': 'Spooky Manor', 'X': 'Glittering Cave, Friend Safari (Steel and Fairy)', 'Y': 'Glittering Cave, Friend Safari (Steel and Fairy)', 'Omega Ruby': 'Granite Cave, Cave of Origin, Victory Road, Sky Pillar', 'Alpha Sapphire': 'Trade, Event', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Ten Carat Hill', 'Ultra Moon': 'Ten Carat Hill', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Dusty Bowl, Bridge Field', 'Shield': 'Trade', 'Sword Expansion Pass': 'Lakeside Cave', 'Brilliant Diamond': 'Grand Underground - Dazzling Cave, Stargleam Cavern (After obtaining the National Pokédex)', 'Shining Pearl': 'Trade', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Astonish', 'Growl', 'Fairy Wind', 'Baton Pass', 'Bite', 'Stockpile', 'Swallow', 'Spit Up', 'Sucker Punch', 'Iron Defense', 'Crunch', 'Sweet Scent', 'Iron Head', 'Taunt', 'Fake Tears', 'Play Rough']",3,,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,2,380,50,85,85,55,55,50,0.5,0.0,2.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,Steel,Fairy
304,Aron,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",180,Monster,35,0.4,60.0,96,Slow,35,0.5,0.5,"{'Ruby': 'Granite Cave, Victory Road', 'Sapphire': 'Granite Cave, Victory Road', 'Emerald': 'Granite Cave, Victory Road', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Cave Poké Spot', 'Diamond': 'Fuego Ironworks (Poké Radar)', 'Pearl': 'Trade', 'Platinum': 'Fuego Ironworks (Poké Radar)', 'HeartGold': 'Safari Zone (tall grass in Rocky Beach with 24 Peak points)', 'SoulSilver': 'Safari Zone (tall grass in Rocky Beach with 24 Peak points)', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'White Forest', 'Black 2': 'Mistralton Cave', 'White 2': 'Mistralton Cave', 'Dream World': 'Icy Cave', 'X': 'Terminus Cave (Horde Encounter)', 'Y': 'Trade', 'Omega Ruby': 'Granite Cave', 'Alpha Sapphire': 'Granite Cave', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Breed Aggron', 'Ultra Moon': 'Breed Aggron', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.3.0+', 'Shield': 'TradeVersion 1.3.0+', 'Expansion Pass': 'Lakeside Cave', 'Brilliant Diamond': 'Fuego Ironworks (Poké Radar)', 'Shining Pearl': 'Grand Underground - Rocky Cave, Big Bluff Cavern, Whiteout Cave, Icy Cave, Glacial Cavern (After obtaining the National Pokédex)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Tackle', 'Harden', 'Metal Claw', 'Rock Tomb', 'Roar', 'Headbutt', 'Protect', 'Rock Slide', 'Iron Head', 'Metal Sound', 'Take Down', 'Autotomize', 'Iron Tail', 'Iron Defense', 'Heavy Slam', 'Double-Edge', 'Metal Burst']",3,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,330,50,70,100,40,40,30,0.25,0.0,4.0,0.5,0.5,1.0,1.0,0.5,1.0,0.25,1.0,0.5,0.5,4.0,2.0,1.0,1.0,0.5,Steel,Rock
305,Lairon,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",90,Monster,35,0.9,120.0,152,Slow,35,0.5,0.5,"{'Ruby': 'Victory Road', 'Sapphire': 'Victory Road', 'Emerald': 'Victory Road', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Evolve Aron', 'Diamond': 'Evolve Aron', 'Pearl': 'Trade', 'Platinum': 'Evolve Aron', 'HeartGold': 'Safari Zone (Peak with 24 Peak points)', 'SoulSilver': 'Safari Zone (Peak with 24 Peak points)', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Evolve Aron', 'Black 2': 'Clay Tunnel, Underground Ruins', 'White 2': 'Clay Tunnel, Underground Ruins', 'X': 'Route 18, Terminus Cave', 'Y': 'Trade', 'Omega Ruby': 'Victory Road', 'Alpha Sapphire': 'Victory Road', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Evolve Aron', 'Ultra Moon': 'Evolve Aron', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.3.0+', 'Shield': 'TradeVersion 1.3.0+', 'Expansion Pass': 'Lakeside Cave (Wanderer)', 'Brilliant Diamond': 'Grand Underground - Rocky Cave, Big Bluff Cavern, Whiteout Cave, Icy Cave, Glacial Cavern (After obtaining the National Pokédex)', 'Shining Pearl': 'Grand Underground - Rocky Cave, Big Bluff Cavern, Whiteout Cave, Icy Cave, Glacial Cavern (After obtaining the National Pokédex)', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Tackle', 'Harden', 'Metal Claw', 'Rock Tomb', 'Roar', 'Headbutt', 'Protect', 'Rock Slide', 'Iron Head', 'Metal Sound', 'Take Down', 'Autotomize', 'Iron Tail', 'Iron Defense', 'Heavy Slam', 'Double-Edge', 'Metal Burst']",3,Aron,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,430,60,90,140,50,50,40,0.25,0.0,4.0,0.5,0.5,1.0,1.0,0.5,1.0,0.25,1.0,0.5,0.5,4.0,2.0,1.0,1.0,0.5,Steel,Rock
306,Aggron,Iron Armor Pokémon,"['Sturdy', 'Filter', 'Rock Head', 'Heavy Metal']",45,Monster,35,2.1,360.0,205,Slow,35,0.5,0.5,"{'Ruby': 'Evolve Lairon', 'Sapphire': 'Evolve Lairon', 'Emerald': 'Evolve Lairon', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Trade', 'XD': 'Evolve Lairon', 'Diamond': 'Evolve Lairon', 'Pearl': 'Trade', 'Platinum': 'Evolve Lairon', 'HeartGold': 'Evolve Lairon', 'SoulSilver': 'Evolve Lairon', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Evolve Lairon', 'Black 2': 'Evolve Lairon', 'White 2': 'Evolve Lairon', 'X': 'Evolve Lairon', 'Y': 'Trade, Event', 'Omega Ruby': 'Evolve Lairon', 'Alpha Sapphire': 'Evolve Lairon', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Poni Plains (Island Scan)Mo', 'Ultra Moon': 'Poni Plains (Island Scan)Mo', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'TradeVersion 1.3.0+', 'Shield': 'TradeVersion 1.3.0+', 'Expansion Pass': 'Lakeside Cave (Wanderer)', 'Brilliant Diamond': 'Evolve Lairon', 'Shining Pearl': 'Evolve Lairon', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'Unobtainable', 'Violet': 'Unobtainable'}","['Tackle', 'Harden', 'Metal Claw', 'Rock Tomb', 'Roar', 'Headbutt', 'Protect', 'Rock Slide', 'Iron Head', 'Metal Sound', 'Take Down', 'Autotomize', 'Iron Tail', 'Iron Defense', 'Heavy Slam', 'Double-Edge', 'Metal Burst']",3,Lairon,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,3,530,70,110,180,60,60,50,0.5,0.0,1.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.5,0.5,0.5,1.5,1.0,0.5,1.0,0.5,Steel,Rock
307,Meditite,Meditate Pokémon,"['Pure Power', 'Telepathy']",180,Human-Like,20,0.6,11.2,91,Medium Fast,70,0.5,0.5,"{'Ruby': 'Mt. Pyre, Victory Road', 'Sapphire': 'Mt. Pyre, Victory Road', 'Emerald': 'Trade, Event', 'FireRed': 'Trade, Event', 'LeafGreen': 'Trade, Event', 'Colosseum': 'Pyrite Cave (Shadow)', 'XD': 'Trade Trapinch to Duking in Pyrite Town', 'Diamond': 'Routes 208, 210, 211, 216, and 217, Acuity Lakefront, Mt. Coronet', 'Pearl': 'Routes 208, 210, 211, 216, and 217, Acuity Lakefront, Mt. Coronet', 'Platinum': 'Routes 210, 211, 216, Mt. Coronet', 'HeartGold': 'Safari Zone (Mountain with 20 Forest points)', 'SoulSilver': 'Safari Zone (Mountain with 20 Forest points)', 'Pal Park': 'Mountain', 'Pokéwalker': 'Volcano Path', 'Black': 'Trade', 'White': 'Trade', 'Black 2': 'Breed Medicham', 'White 2': 'Breed Medicham', 'Dream World': 'Spooky Manor', 'X': 'Connecting Cave, Friend Safari (Fighting)', 'Y': 'Connecting Cave, Friend Safari (Fighting)', 'Omega Ruby': 'Mt. Pyre', 'Alpha Sapphire': 'Mt. Pyre', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Breed Medicham', 'Ultra Moon': 'Breed Medicham', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Routes 208, 210, 211, 216, and 217, Acuity Lakefront, Mount Coronet', 'Shining Pearl': 'Routes 208, 210, 211, 216, and 217, Acuity Lakefront, Mount Coronet', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area Four, Area Six, Alfornada Cavern', 'Violet': 'South Province: Area Four, Area Six, Alfornada Cavern'}","['Confusion', 'Work Up', 'Detect', 'Endure', 'Feint', 'Force Palm', 'Psybeam', 'Calm Mind', 'Zen Headbutt', 'High Jump Kick', 'Psych Up', 'Acupressure', 'Power Trick', 'Reversal', 'Recover', 'Counter']",3,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,280,30,40,55,40,55,60,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,Fighting,Psychic
308,Medicham,Meditate Pokémon,"['Pure Power', 'Telepathy']",90,Human-Like,20,1.3,31.5,153,Medium Fast,70,0.5,0.5,"{'Ruby': 'Victory Road', 'Sapphire': 'Victory Road', 'Emerald': 'Trade', 'FireRed': 'Trade', 'LeafGreen': 'Trade', 'Colosseum': 'Evolve Meditite', 'XD': 'Evolve Meditite', 'Diamond': 'Route 217, Acuity Lakefront, Mt. Coronet, Victory Road', 'Pearl': 'Route 217, Acuity Lakefront, Mt. Coronet, Victory Road', 'Platinum': 'Mt. Coronet', 'HeartGold': 'Safari Zone (Wasteland with 35 Forest points)', 'SoulSilver': 'Safari Zone (Wasteland with 35 Forest points)', 'Pal Park': 'Mountain', 'Black': 'Trade', 'White': 'Trade', 'Black 2': 'Pinwheel Forest (Hidden Grotto)*', 'White 2': 'Pinwheel Forest (Hidden Grotto)*', 'X': 'Evolve Meditite', 'Y': 'Evolve Meditite', 'Omega Ruby': 'Victory Road', 'Alpha Sapphire': 'Victory Road', 'Sun': 'Trade', 'Moon': 'Trade', 'Ultra Sun': 'Ultra Space Wilds (Cave World)', 'Ultra Moon': 'Ultra Space Wilds (Cave World)', ""Let's Go Pikachu"": 'Unobtainable', ""Let's Go Eevee"": 'Unobtainable', 'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Route 217, Acuity Lakefront, Mount Coronet, Victory Road', 'Shining Pearl': 'Route 217, Acuity Lakefront, Mount Coronet, Victory Road', 'Legends: Arceus': 'Unobtainable', 'Scarlet': 'South Province: Area Six, Alfornada Cavern', 'Violet': 'South Province: Area Six, Alfornada Cavern'}","['Fire Punch', 'Thunder Punch', 'Ice Punch', 'Confusion', 'Work Up', 'Detect', 'Endure', 'Feint', 'Force Palm', 'Psybeam', 'Calm Mind', 'Zen Headbutt', 'High Jump Kick', 'Psych Up', 'Acupressure', 'Power Trick', 'Recover', 'Counter', 'Axe Kick']",3,Meditite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,410,60,60,75,60,75,80,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,Fighting,Psychic
